id_usuario,correo_electronico,contrasena,nombre,numero_movil,ubicacion,basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,no_recicla,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion,creado_en,actualizado_en
829,sanabriacarmelo@example.net,@fKA5Jm+%9,Manuela Mayol,+34 932 888 062,Barcelona,1,1,1,1,0,0,19,femenino,soltero/soltera,0,chalet,técnico o formación profesional,trabajador/a social,2021-05-29 00:00:00,2021-12-08 00:00:00
830,andreszaragoza@example.org,na5N5kTlX@,Olivia del Melero,+34848 88 06 15,Barcelona,1,0,1,1,0,0,72,masculino,casado/casada,0,piso,técnico o formación profesional,obrero/a,2021-08-21 00:00:00,2021-11-26 00:00:00
831,amancio60@example.org,$Xss_5Kv72,Teófilo Soriano,+34887 76 01 19,Barcelona,1,0,0,1,1,0,24,femenino,soltero/soltera,0,piso,técnico o formación profesional,comerciante,2021-10-24 00:00:00,2021-12-28 00:00:00
832,anibal16@example.com,C+1d(Xoqc$,Miguela Tomasa Cuervo Garzón,+34739 87 94 62,Barcelona,1,1,0,0,0,0,21,masculino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-06-10 00:00:00,2021-07-05 00:00:00
833,ernestofrias@example.net,u4MGQMGh*A,Gastón Donaire,+34729 95 17 03,Barcelona,1,0,0,0,0,0,22,femenino,soltero/soltera,0,chalet,universidad(licenciatura/grado),administrativo/a,2021-02-19 00:00:00,2021-06-04 00:00:00
834,aragonesdesiderio@example.org,T50)QenQ^9,Paulina Guillen-Pino,+34983 141 285,Barcelona,1,1,0,0,0,0,66,masculino,casado/casada,1,apartamento,sin estudios,contador/a,2021-05-25 00:00:00,2021-10-18 00:00:00
835,abrahamcabello@example.com,iz8gPBiC%$,Chelo Quirós-Haro,+34883433209,Barcelona,1,1,0,1,0,0,43,masculino,casado/casada,1,piso,educación primaria,arquitecto/a,2021-05-23 00:00:00,2021-11-26 00:00:00
836,quique28@example.net,d5E7Q0(Q(w,Paca Mate Nicolás,+34923812414,Barcelona,1,1,1,0,1,0,19,masculino,soltero/soltera,0,piso,técnico o formación profesional,comerciante,2021-12-11 00:00:00,2021-12-13 00:00:00
837,enaranjo@example.com,^&$#TRoap2,Rafaela de Vendrell,+34946 54 63 56,Barcelona,1,1,0,1,1,0,53,femenino,soltero/soltera,0,loft,técnico o formación profesional,diseñador/a,2021-03-12 00:00:00,2021-09-20 00:00:00
838,lilianaotero@example.com,v&1n!bLi_V,Ariel Arrieta Alba,+34 825 22 77 26,Barcelona,1,1,0,0,0,0,22,femenino,soltero/soltera,0,piso,técnico o formación profesional,jardinero/a,2021-09-22 00:00:00,2021-12-23 00:00:00
839,albertpozuelo@example.net,^tu4IEtd4c,Perlita Tur Revilla,+34983605240,Barcelona,1,0,0,0,0,0,22,femenino,soltero/soltera,0,piso,técnico o formación profesional,diseñador/a,2021-11-23 00:00:00,2021-12-15 00:00:00
840,rosarevilla@example.net,F#49AJq1Li,Cecilia Garcés Matas,+34943636309,Barcelona,1,1,0,0,0,0,25,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,programador/a,2021-10-06 00:00:00,2021-12-06 00:00:00
841,qbello@example.net,Cs343Ktb#*,Jose Ignacio Vidal Arteaga,+34 841 118 865,Barcelona,1,1,1,1,1,0,28,femenino,soltero/soltera,0,piso,técnico o formación profesional,asistente administrativo/a,2021-08-26 00:00:00,2021-11-15 00:00:00
842,rene42@example.net,CDEg6kMh)G,Nieves Pedraza Palmer,+34901 99 50 33,Barcelona,1,1,0,1,0,0,59,femenino,casado/casada,2,piso,bachillerato,comerciante,2021-04-21 00:00:00,2021-12-04 00:00:00
843,dazamaria-angeles@example.org,*dWGiRtkh6,Fidel Gargallo Alcalde,+34976894098,Barcelona,1,1,0,1,0,0,28,femenino,soltero/soltera,0,piso,posgrado (maestría/máster),diseñador/a,2021-09-06 00:00:00,2021-12-08 00:00:00
844,mesaeugenia@example.org,!LmD2hLbQ3,Jacinto Hernando Bejarano,+34 841 05 48 73,Barcelona,1,1,0,0,0,0,64,masculino,separado/separada,0,loft,técnico o formación profesional,profesor/a,2021-03-08 00:00:00,2021-12-09 00:00:00
845,virgiliobenito@example.org,$f)BsXKN6k,Hermenegildo Botella Cózar,+34 885794618,Barcelona,0,1,0,1,1,0,69,masculino,separado/separada,0,piso,técnico o formación profesional,contador/a,2021-03-22 00:00:00,2021-12-21 00:00:00
846,timoteocodina@example.com,9!4rUj#Iju,Lope Bartolomé Lorenzo Casado,+34848595299,Barcelona,1,1,0,0,0,0,28,masculino,soltero/soltera,0,piso,sin estudios,comerciante,2021-02-22 00:00:00,2021-11-05 00:00:00
847,kcastejon@example.net,@g440Nzl&_,Salomé Solís,+34881 24 86 42,Barcelona,1,1,0,0,0,0,50,masculino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),programador/a,2021-12-02 00:00:00,2021-12-14 00:00:00
848,mangel@example.com,*F3n#WmUIn,Maximiano Nuñez,+34 913557299,Barcelona,0,1,0,0,0,0,44,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,arquitecto/a,2021-02-18 00:00:00,2021-12-16 00:00:00
849,eusebio47@example.com,79P6MHlT#g,Rosalía Doménech Alonso,+34 946 559 649,Barcelona,1,0,0,0,0,0,31,masculino,casado/casada,1,piso,educación primaria,obrero/a,2021-10-23 00:00:00,2021-12-22 00:00:00
850,manuelamur@example.org,8l)h9Jf*R_,Amada Rosa Villalonga Azorin,+34980 025 488,Barcelona,1,1,0,0,0,0,25,masculino,soltero/soltera,0,piso,técnico o formación profesional,estudiante,2021-07-10 00:00:00,2021-11-26 00:00:00
851,prudenciasoriano@example.net,Q%8VL3wfbC,Plácido de Borrell,+34 714245601,Barcelona,1,1,0,1,0,0,29,femenino,soltero/soltera,0,piso,bachillerato,obrero/a,2021-02-12 00:00:00,2021-04-01 00:00:00
852,camilozamorano@example.net,3VRpzV&b)s,Juan Manuel de Cabello,+34865 711 463,Barcelona,1,1,0,0,1,0,28,femenino,soltero/soltera,0,piso,técnico o formación profesional,trabajador/a social,2021-06-09 00:00:00,2021-12-15 00:00:00
853,juanfuente@example.org,tqoXI0xs@3,Pancho Huertas Ibarra,+34942 39 59 51,Barcelona,1,0,0,0,0,0,18,masculino,soltero/soltera,0,piso,bachillerato,obrero/a,2021-05-01 00:00:00,2021-07-22 00:00:00
854,lisandrocamara@example.org,J7qH*X(a%&,Gabriel Carnero Báez,+34920 90 82 71,Barcelona,1,1,1,1,0,0,70,femenino,separado/separada,0,piso,universidad(licenciatura/grado),arquitecto/a,2021-09-24 00:00:00,2021-12-28 00:00:00
855,quintanillaflorina@example.org,k*4KeBr3J^,Luisa Llabrés Zapata,+34 880 385 861,Barcelona,0,0,0,1,1,0,30,femenino,soltero/soltera,0,piso,bachillerato,trabajador/a social,2021-05-31 00:00:00,2021-12-01 00:00:00
856,hectorquesada@example.com,@n8GTStx9V,Cristian Gárate Rivera,+34846 348 420,Barcelona,1,1,1,0,0,0,34,masculino,casado/casada,2,piso,universidad(licenciatura/grado),agricultor/a,2021-07-10 00:00:00,2021-11-19 00:00:00
857,bautistajaviera@example.com,#j2CR5Ju2m,Leoncio del Galan,+34850635065,Barcelona,1,1,0,1,0,0,80,masculino,casado/casada,2,piso,técnico o formación profesional,profesor/a,2021-08-02 00:00:00,2021-09-16 00:00:00
858,wpablo@example.net,dZvk7Xdv*O,Pascual Pastor Quiroga,+34882 056 495,Barcelona,0,0,0,0,1,0,40,femenino,casado/casada,0,piso,técnico o formación profesional,asistente administrativo/a,2021-02-04 00:00:00,2021-08-02 00:00:00
859,ruedasosimo@example.org,(29IqOSddh,Roldán Alcaraz-Montesinos,+34 824091362,Barcelona,1,1,0,0,0,0,25,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),diseñador/a,2021-10-15 00:00:00,2021-12-23 00:00:00
860,paulino79@example.org,WODw#zMv^9,Vilma Flavia Nieto Aguirre,+34 945820954,Barcelona,1,1,0,0,0,0,22,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,estudiante,2021-06-19 00:00:00,2021-11-13 00:00:00
861,samu13@example.net,^2R_bLcN9y,Odalis Fernández Paz,+34821074730,Barcelona,1,1,1,1,0,0,36,femenino,soltero/soltera,0,piso,bachillerato,contador/a,2021-02-16 00:00:00,2021-12-27 00:00:00
862,vcastells@example.org,$5DV0dxu2I,Isaura Miralles-Rubio,+34872 486 260,Barcelona,0,0,0,1,1,0,19,femenino,soltero/soltera,0,piso,bachillerato,comerciante,2021-03-02 00:00:00,2021-07-03 00:00:00
863,vantunez@example.org,K+3SfQ7SSQ,Selena Larrañaga Araujo,+34884 993 438,Barcelona,1,1,0,0,0,0,31,masculino,soltero/soltera,0,chalet,universidad(licenciatura/grado),agricultor/a,2021-03-15 00:00:00,2021-10-24 00:00:00
864,bartolome58@example.net,l(P62PdK5Y,Faustino Lorenzo Leiva,+34877 32 47 25,Barcelona,1,1,1,0,1,0,29,femenino,soltero/soltera,0,piso,técnico o formación profesional,empresario/a,2021-12-10 00:00:00,2021-12-21 00:00:00
865,asdrubal41@example.org,$s1%EH+vVJ,María Del Carmen Sastre Andrade,+34972 51 37 62,Barcelona,1,1,1,1,0,0,27,masculino,soltero/soltera,0,piso,técnico o formación profesional,contador/a,2021-01-03 00:00:00,2021-10-30 00:00:00
866,evabaeza@example.org,I*Di6Ii2OI,Azahar Ortiz Alvarez,+34986626849,Barcelona,1,0,0,1,0,0,33,masculino,casado/casada,2,piso,sin estudios,otro,2021-12-27 00:00:00,2021-12-29 00:00:00
867,kpenalver@example.org,!eiuyOo5#4,Amor Gabaldón Huguet,+34925 60 13 56,Barcelona,1,0,0,1,0,0,30,femenino,casado/casada,0,piso,universidad(licenciatura/grado),comerciante,2021-02-23 00:00:00,2021-03-14 00:00:00
868,severo69@example.org,bnYsjcpu@2,Carolina Cordero Carmona,+34 822 84 00 27,Barcelona,1,1,1,0,1,0,61,masculino,viudo/viuda,0,piso,técnico o formación profesional,electricista,2021-06-10 00:00:00,2021-07-04 00:00:00
869,aitana22@example.org,(CGr@pMk_6,Eutimio Reig Cobo,+34 806393184,Barcelona,1,1,1,1,1,0,26,femenino,soltero/soltera,0,chalet,técnico o formación profesional,programador/a,2021-09-22 00:00:00,2021-09-23 00:00:00
870,ricardoduenas@example.org,!1CCq7)Rzm,Brunilda Sarmiento-Roman,+34 875139951,Barcelona,1,1,1,0,1,0,57,masculino,casado/casada,0,piso,sin estudios,artista,2021-04-12 00:00:00,2021-12-26 00:00:00
871,gcastejon@example.com,2H95VaaDJ!,Arsenio Hervia-Villegas,+34 823 51 82 48,Barcelona,1,1,1,0,1,0,32,masculino,casado/casada,1,piso,universidad(licenciatura/grado),periodista,2021-08-26 00:00:00,2021-09-17 00:00:00
872,rrosello@example.com,d!84JUei&!,Darío Octavio Domínguez Catalán,+34877 530 551,Barcelona,0,0,0,0,1,0,76,masculino,casado/casada,0,piso,técnico o formación profesional,diseñador/a,2021-06-07 00:00:00,2021-11-28 00:00:00
873,xvargas@example.net,&AK0wWnd(4,Martina Palomino Borja,+34825613993,Barcelona,1,1,1,0,0,0,19,femenino,soltero/soltera,0,piso,técnico o formación profesional,trabajador/a social,2021-04-26 00:00:00,2021-11-25 00:00:00
874,barredaborja@example.org,#et2yA7g@(,Eulalia Requena Borrego,+34 848281934,Barcelona,0,1,0,1,0,0,24,femenino,soltero/soltera,0,piso,bachillerato,obrero/a,2021-09-25 00:00:00,2021-11-21 00:00:00
875,benitezpili@example.org,0&1Ybpjp#6,Julia Palau Moraleda,+34824 68 27 36,Barcelona,1,1,1,0,0,0,22,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),ingeniero/a,2021-04-17 00:00:00,2021-10-09 00:00:00
876,bsalmeron@example.net,$9jVsr*VwQ,Jorge Mariano Mena Oliveras,+34934 625 754,Barcelona,1,1,1,0,1,0,50,femenino,soltero/soltera,0,piso,posgrado (maestría/máster),abogado/a,2021-12-04 00:00:00,2021-12-24 00:00:00
877,wballester@example.org,#2mON9l*PD,Fortunato Alfredo Taboada Valenzuela,+34948 246 693,Barcelona,0,0,0,0,0,1,33,masculino,casado/casada,2,piso,técnico o formación profesional,fontanero/a,2021-03-23 00:00:00,2021-10-24 00:00:00
878,guardiolamaria-cristina@example.net,Vg1LMYHIW+,Nando Baeza-Esparza,+34 978 094 350,Barcelona,1,1,0,0,1,0,22,masculino,soltero/soltera,0,piso,técnico o formación profesional,investigador/a,2021-10-22 00:00:00,2021-12-16 00:00:00
879,tito72@example.org,d+(O4VMe41,Lucho Lloret Verdú,+34844183575,Barcelona,1,1,1,1,0,0,30,femenino,casado/casada,0,loft,universidad(licenciatura/grado),abogado/a,2021-02-25 00:00:00,2021-09-28 00:00:00
880,mireia05@example.org,raHsHiRc*9,Victor Aurelio Borja Frías,+34826 590 932,Barcelona,1,1,0,0,0,0,22,femenino,soltero/soltera,0,loft,técnico o formación profesional,arquitecto/a,2021-03-08 00:00:00,2021-08-25 00:00:00
881,ciriacodonoso@example.org,$XVGbD1Rb8,Genoveva Portero Marco,+34 949 79 64 42,Barcelona,1,0,1,0,0,0,26,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),asistente administrativo/a,2021-03-30 00:00:00,2021-08-31 00:00:00
882,sosaaroa@example.net,b4URhhph@0,Primitivo Dávila Gálvez,+34 978 781 436,Barcelona,1,0,0,1,1,0,22,femenino,soltero/soltera,0,piso,bachillerato,abogado/a,2021-10-09 00:00:00,2021-11-28 00:00:00
883,geraldo91@example.net,^Rx1zPnvc5,Gisela Gilabert Tovar,+34824243674,Barcelona,1,1,1,1,0,0,49,masculino,casado/casada,0,piso,posgrado (maestría/máster),programador/a,2021-06-17 00:00:00,2021-08-28 00:00:00
884,marcosbatlle@example.com,0FUKUn4l!6,Narciso Fonseca Poza,+34806232090,Barcelona,1,1,0,0,0,0,30,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,profesor/a,2021-09-14 00:00:00,2021-12-28 00:00:00
885,ivan57@example.org,*u3YYQomUR,Calista Heras Amat,+34 715 83 34 22,Barcelona,0,1,0,0,0,0,30,masculino,soltero/soltera,0,piso,bachillerato,obrero/a,2021-04-03 00:00:00,2021-11-06 00:00:00
886,vegafatima@example.com,&)Wz0O#uF4,Asdrubal de Zaragoza,+34885 35 86 68,Barcelona,0,1,0,0,0,0,75,masculino,casado/casada,1,piso,universidad(licenciatura/grado),trabajador/a social,2021-02-12 00:00:00,2021-08-08 00:00:00
887,nvaldes@example.org,9l6MZ^R#c(,Américo Solé Bertrán,+34879 39 39 88,Barcelona,1,0,1,0,1,0,26,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),obrero/a,2021-07-25 00:00:00,2021-11-10 00:00:00
888,ana-sofia91@example.net,+@8Q6Ojz#L,Gerardo Salom Palacio,+34 987 363 223,Barcelona,1,1,1,1,0,0,54,femenino,casado/casada,1,piso,universidad(licenciatura/grado),profesor/a,2021-02-27 00:00:00,2021-05-29 00:00:00
889,barredaguadalupe@example.net,+c9HGv1Y@j,Yaiza Eugenia Lobo Vega,+34 942 18 21 34,Barcelona,1,1,1,0,0,0,26,femenino,soltero/soltera,0,piso,técnico o formación profesional,empresario/a,2021-08-11 00:00:00,2021-08-23 00:00:00
890,jose-ramonmoliner@example.com,S&*uZ2H75u,Lucho Lumbreras Berenguer,+34884 009 097,Barcelona,1,0,0,0,1,0,33,femenino,casado/casada,1,piso,bachillerato,administrativo/a,2021-10-05 00:00:00,2021-11-08 00:00:00
891,perlitahuertas@example.org,_$ZBt1Q+e3,Francisca Teruel Barragán,+34 846 257 003,Barcelona,0,1,0,1,0,0,33,femenino,soltero/soltera,0,piso,educación primaria,administrativo/a,2021-03-06 00:00:00,2021-05-19 00:00:00
892,saturnina69@example.com,Otelrhun(0,Jenaro Sabas Jurado Rico,+34927 59 29 15,Barcelona,1,1,1,1,0,0,24,femenino,soltero/soltera,0,piso,técnico o formación profesional,arquitecto/a,2021-11-08 00:00:00,2021-12-24 00:00:00
893,zhervia@example.org,F#&^3Blq9D,Martín Quirós Tenorio,+34 920818645,Barcelona,1,1,1,0,0,0,71,femenino,viudo/viuda,3,piso,doctorado,diseñador/a,2021-12-01 00:00:00,2021-12-24 00:00:00
894,amor25@example.com,Z@e6YAf!*1,Lisandro Guitart Ropero,+34 948 37 26 34,Barcelona,1,1,0,0,0,0,24,femenino,soltero/soltera,0,piso,sin estudios,investigador/a,2021-08-31 00:00:00,2021-09-27 00:00:00
895,rocamoragalo@example.org,*UI1QJs^P6,Germán Sala-Alfaro,+34 701 55 47 25,Barcelona,1,1,1,0,1,0,37,femenino,soltero/soltera,0,piso,técnico o formación profesional,fontanero/a,2021-08-01 00:00:00,2021-09-03 00:00:00
896,amadoraroa@example.com,d%1V9gWom0,Severiano de Antúnez,+34 878 82 85 29,Barcelona,1,1,1,0,1,0,23,femenino,soltero/soltera,0,piso,bachillerato,otro,2021-11-08 00:00:00,2021-12-30 00:00:00
897,sebastiancardenas@example.org,!&3RwSjjm9,Isaura Adelaida Rios Montoya,+34706225829,Barcelona,1,1,0,0,0,0,32,femenino,casado/casada,1,piso,técnico o formación profesional,empresario/a,2021-09-13 00:00:00,2021-10-09 00:00:00
898,rebeca48@example.com,@D_s8Eobrc,Samanta Toro,+34 874655047,Barcelona,1,0,0,1,0,0,32,masculino,casado/casada,2,loft,educación primaria,comerciante,2021-07-09 00:00:00,2021-09-24 00:00:00
899,jlluch@example.org,$4&2@4Si)Z,Eric de Simó,+34822 23 81 69,Barcelona,1,1,0,1,0,0,22,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),ingeniero/a,2021-10-12 00:00:00,2021-12-13 00:00:00
900,ligia31@example.net,v4_QouaU!Q,Juan Luis Huguet-Coloma,+34924432580,Barcelona,1,1,0,1,0,0,21,femenino,soltero/soltera,0,piso,educación secundaria,médico/a,2021-04-02 00:00:00,2021-06-22 00:00:00
901,balduino30@example.org,M7QQDu9Q%K,Azucena Antúnez Jerez,+34 800 82 61 55,Barcelona,1,1,0,0,1,0,23,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,agricultor/a,2021-12-18 00:00:00,2021-12-28 00:00:00
902,anguitamerche@example.net,^xtq2Tok+t,Socorro Vargas,+34919 298 361,Barcelona,1,1,0,1,0,0,30,femenino,casado/casada,1,piso,universidad(licenciatura/grado),programador/a,2021-05-28 00:00:00,2021-05-28 00:00:00
903,lorenzo81@example.org,+7!Cuqzp5Y,Coral Ayllón Suárez,+34 901 74 04 23,Barcelona,1,1,0,1,0,0,27,femenino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-04-25 00:00:00,2021-05-30 00:00:00
904,arcomaximiliano@example.org,d_Eo2IwI*H,Ismael Crespi Doménech,+34 874382328,Barcelona,1,1,0,0,0,0,18,masculino,soltero/soltera,0,piso,técnico o formación profesional,jardinero/a,2021-07-09 00:00:00,2021-07-14 00:00:00
905,jmayoral@example.org,J$2oq4ukUD,Ariel de Barragán,+34709 162 851,Barcelona,1,1,0,1,0,0,61,masculino,viudo/viuda,2,piso,bachillerato,abogado/a,2021-12-31 00:00:00,2021-12-31 00:00:00
906,tomas22@example.org,w&wX5je0MZ,José de Casanovas,+34 828 488 400,Barcelona,1,1,0,0,1,0,24,femenino,soltero/soltera,0,apartamento,doctorado,abogado/a,2021-11-25 00:00:00,2021-12-02 00:00:00
907,calderoniker@example.org,q4yOhHc0(u,Remedios Carpio Diego,+34 887521108,Barcelona,1,1,1,0,1,0,44,masculino,soltero/soltera,0,piso,técnico o formación profesional,comerciante,2021-08-29 00:00:00,2021-12-17 00:00:00
908,umontesinos@example.net,nFM0k2P9_3,Vidal Ariño Carranza,+34 943 188 199,Barcelona,1,1,1,0,1,0,43,masculino,casado/casada,1,apartamento,educación primaria,estudiante,2021-01-21 00:00:00,2021-07-26 00:00:00
909,esterpinto@example.net,_4HY0mc^MR,Natalio Castro Vallejo,+34806 282 807,Barcelona,1,1,0,1,0,0,20,femenino,soltero/soltera,0,piso,técnico o formación profesional,agricultor/a,2021-06-23 00:00:00,2021-07-29 00:00:00
910,opeiro@example.org,_y3Ubdpr3X,Chus Román Maldonado,+34 976 36 50 07,Barcelona,1,1,0,1,0,0,19,femenino,soltero/soltera,0,apartamento,bachillerato,otro,2021-08-16 00:00:00,2021-11-08 00:00:00
911,sanmartineugenia@example.net,#01iffTf&a,Mar Olmedo Botella,+34 873 99 40 19,Barcelona,1,1,0,1,0,0,21,femenino,soltero/soltera,0,piso,técnico o formación profesional,programador/a,2021-05-30 00:00:00,2021-08-16 00:00:00
912,manologonzalo@example.com,OXIFi9Xe*Y,Purificación Blanca Carretero Romero,+34871 74 07 70,Barcelona,1,0,0,0,0,0,25,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),diseñador/a,2021-11-23 00:00:00,2021-12-07 00:00:00
913,ana-belen51@example.net,+FBdpx7709,Carlota del Quiroga,+34975 740 399,Barcelona,0,1,0,0,0,0,43,femenino,casado/casada,2,chalet,doctorado,artista,2021-03-21 00:00:00,2021-12-02 00:00:00
914,aznarquique@example.com,aiEN4hLy*(,Ezequiel Agudo,+34 845 992 121,Barcelona,1,1,0,0,1,0,31,masculino,casado/casada,1,piso,posgrado (maestría/máster),médico/a,2021-04-26 00:00:00,2021-07-14 00:00:00
915,encarnita25@example.net,+p5AaUk_MU,Curro Olivera,+34881115340,Barcelona,1,0,1,0,0,0,23,femenino,soltero/soltera,0,piso,técnico o formación profesional,fontanero/a,2021-09-26 00:00:00,2021-10-25 00:00:00
916,gasconlope@example.com,+52SPhyCRy,Silvio Garcés Ferrández,+34 879 736 095,Barcelona,1,1,1,1,0,0,31,femenino,soltero/soltera,0,piso,técnico o formación profesional,diseñador/a,2021-05-12 00:00:00,2021-12-02 00:00:00
917,jvaquero@example.org,9U9B3JHbS),Ana Sofía Galindo Quintanilla,+34821 871 357,Barcelona,1,1,0,1,0,0,29,masculino,soltero/soltera,0,piso,educación primaria,contador/a,2021-02-02 00:00:00,2021-04-10 00:00:00
918,bconesa@example.org,bcp9Anja&2,Augusto Ponce-Luna,+34900 227 582,Barcelona,1,0,0,0,0,0,30,masculino,casado/casada,2,piso,técnico o formación profesional,empresario/a,2021-02-12 00:00:00,2021-10-13 00:00:00
919,arcelia46@example.com,+0D4Nr)(pv,Isaac Amaya Noriega,+34 820 01 36 49,Barcelona,0,1,0,0,0,0,33,masculino,casado/casada,2,piso,universidad(licenciatura/grado),investigador/a,2021-08-22 00:00:00,2021-08-22 00:00:00
920,roxana21@example.com,Tx5Cw0It!C,Alejo Coca Castells,+34 976607559,Barcelona,1,1,1,0,0,0,30,femenino,casado/casada,1,apartamento,bachillerato,ingeniero/a,2021-12-14 00:00:00,2021-12-31 00:00:00
921,guadalupegisbert@example.com,8jm3W4dgc%,Luis Vicens Chico,+34 827 632 833,Barcelona,1,1,1,0,0,0,18,femenino,soltero/soltera,0,piso,educación primaria,trabajador/a social,2021-12-11 00:00:00,2021-12-20 00:00:00
922,horacio71@example.com,s^X9trIdW),Luis Miguel Uribe Bou,+34822 73 34 62,Barcelona,0,1,1,1,0,0,23,masculino,soltero/soltera,0,piso,técnico o formación profesional,profesor/a,2021-09-29 00:00:00,2021-11-28 00:00:00
923,verdugocandelas@example.org,m50ukT$g0$,Nicolasa Juliana Gaya Jaume,+34800140986,Barcelona,0,1,0,0,0,0,22,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,asistente administrativo/a,2021-06-16 00:00:00,2021-10-26 00:00:00
924,maximo49@example.com,8F9+U2Gx_s,Lorenza Contreras-Roura,+34 879 800 674,Barcelona,1,1,1,0,1,0,72,femenino,viudo/viuda,2,piso,bachillerato,programador/a,2021-06-11 00:00:00,2021-10-04 00:00:00
925,marisela46@example.org,!7bYu*xrI_,Maricela Donoso,+34916 27 73 42,Barcelona,1,1,0,1,1,0,19,femenino,soltero/soltera,0,piso,educación secundaria,empresario/a,2021-05-21 00:00:00,2021-05-25 00:00:00
926,ypena@example.org,J*j42HpyZ&,Roque del Alemany,+34987 48 07 57,Barcelona,1,1,0,1,0,0,18,femenino,soltero/soltera,0,piso,técnico o formación profesional,contador/a,2021-04-21 00:00:00,2021-09-26 00:00:00
927,otilia18@example.net,_S0IirgI&H,Martirio Sancho-Gómez,+34 928 783 805,Barcelona,1,1,0,0,0,0,30,femenino,soltero/soltera,0,piso,posgrado (maestría/máster),empresario/a,2021-05-08 00:00:00,2021-07-18 00:00:00
928,felix49@example.com,zn@n&4Uz3p,Eulalia Girón-Barragán,+34 844221482,Barcelona,1,1,0,0,0,0,31,femenino,casado/casada,0,piso,universidad(licenciatura/grado),profesor/a,2021-06-16 00:00:00,2021-12-31 00:00:00
929,lisandrogodoy@example.org,5#MAi!pk#t,Reyes Mata Toro,+34943 417 960,Barcelona,1,1,0,0,1,0,32,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),diseñador/a,2021-10-13 00:00:00,2021-12-19 00:00:00
930,alberdiheraclio@example.org,hIoPz#gw(0,Azahar Amaya-Moya,+34902 20 25 63,Barcelona,1,1,1,1,0,0,41,femenino,casado/casada,1,apartamento,bachillerato,profesor/a,2021-08-28 00:00:00,2021-09-26 00:00:00
931,montenegrofortunata@example.org,kc#r6EWga+,Xavier Verdú Garcés,+34 727724079,Barcelona,1,1,1,0,0,0,47,masculino,soltero/soltera,0,piso,técnico o formación profesional,abogado/a,2021-01-25 00:00:00,2021-10-22 00:00:00
932,teresitaayuso@example.org,!^y0S6mCu2,Casandra Nicolau Gomila,+34 947 661 948,Barcelona,0,1,0,1,0,0,75,femenino,separado/separada,3,piso,bachillerato,trabajador/a social,2021-02-08 00:00:00,2021-11-24 00:00:00
933,teofila54@example.org,+1fu0FLbP3,Fernanda de Cervera,+34 826 22 59 77,Barcelona,0,1,0,0,0,0,61,femenino,separado/separada,1,apartamento,universidad(licenciatura/grado),estudiante,2021-05-22 00:00:00,2021-09-18 00:00:00
934,taniacasas@example.org,@aFFBTrbO0,Marina Bernat,+34 800 79 04 99,Barcelona,1,1,1,0,1,0,34,femenino,casado/casada,2,apartamento,universidad(licenciatura/grado),estudiante,2021-01-11 00:00:00,2021-08-04 00:00:00
935,marisacatalan@example.net,t%a)3BVf&F,Isa del Anguita,+34885 030 661,Barcelona,1,0,0,0,1,0,29,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),comerciante,2021-08-23 00:00:00,2021-10-13 00:00:00
936,amayachus@example.org,@iIdCwao*1,Cleto Amador Calderon Hernando,+34 966 618 011,Barcelona,1,1,1,1,0,0,21,masculino,soltero/soltera,0,piso,educación secundaria,periodista,2021-11-05 00:00:00,2021-12-29 00:00:00
937,alvaradomiriam@example.org,$C8DHTLzKa,Ámbar Fonseca-Roldan,+34 872 457 827,Barcelona,0,0,0,1,0,0,71,masculino,casado/casada,1,piso,doctorado,contador/a,2021-04-22 00:00:00,2021-11-05 00:00:00
938,vallsyolanda@example.org,v^6Fjcl(a),Benigno del Fuentes,+34813915365,Barcelona,1,0,0,1,1,0,27,femenino,soltero/soltera,0,piso,técnico o formación profesional,estudiante,2021-04-12 00:00:00,2021-07-26 00:00:00
939,ingrid35@example.org,#Zp%7BfU)#,Eduardo Figueras Hierro,+34 919560097,Barcelona,1,1,1,0,0,0,33,masculino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-07-03 00:00:00,2021-09-22 00:00:00
940,eduardo19@example.com,$cN8S@9z(c,Piedad del Sotelo,+34732 27 31 23,Barcelona,1,1,0,0,0,0,31,femenino,soltero/soltera,0,piso,técnico o formación profesional,administrativo/a,2021-07-01 00:00:00,2021-10-01 00:00:00
